Player,Span,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0,Nation
Nasir Jamshed ,2008-2015,48,48,3,1418,112,31.51,1881,75.38,3,8,5,PAK
SO Hetmyer ,2017-2019,43,40,3,1416,139,38.27,1323,107.02,5,4,2,WI
HA Gomes ,1978-1987,83,64,15,1415,101,28.87,2578,54.88,1,6,5,WI
N Boje ,1995-2005,115,71,18,1414,129,26.67,1594,88.7,2,4,2,AfrSA
MO Odumbe ,1996-2003,61,59,5,1409,83,26.09,2014,69.96,0,11,6,KENYA
P Utseya ,2004-2015,164,132,48,1406,68,16.73,2410,58.34,0,4,16,ZIM
E Lewis ,2016-2019,48,45,2,1402,176,32.6,1704,82.27,2,7,2,WI
L Ronchi ,2008-2017,85,68,9,1397,170,23.67,1220,114.5,1,4,7,AUSNZ
GP Howarth ,1975-1985,70,65,5,1384,76,23.06,2301,60.14,0,6,1,NZ
JD Ryder ,2008-2014,48,42,1,1362,107,33.21,1429,95.31,3,6,5,NZ
BC Broad ,1987-1988,34,34,0,1361,106,40.02,2447,55.61,1,11,2,ENG
DO Obuya ,2001-2012,74,73,3,1355,93,19.35,2135,63.46,0,6,10,KENYA
KM Jadhav ,2014-2019,71,50,18,1354,120,42.31,1325,102.18,2,6,2,INDIA
Asad Shafiq ,2010-2017,60,58,4,1336,84,24.74,1979,67.5,0,9,5,PAK
PG Fulton ,2004-2009,49,46,5,1334,112,32.53,1833,72.77,1,8,2,NZ
Sabbir Rahman ,2014-2019,66,59,7,1333,102,25.63,1461,91.23,1,6,5,BDESH
KMDN Kulasekara ,2003-2017,184,123,37,1327,73,15.43,1629,81.46,0,4,13,SL
JR Hopes ,2005-2010,84,61,8,1326,63,25.01,1415,93.71,0,3,1,AUS
SM Katich ,2001-2006,45,42,5,1324,107,35.78,1926,68.74,1,9,3,AUS
Javed Omar ,1995-2007,59,59,4,1312,85,23.85,2528,51.89,0,10,2,BDESH
Raqibul Hasan ,2008-2011,55,54,7,1308,89,27.82,2133,61.32,0,8,6,BDESH
AA Obanda ,2007-2014,49,45,2,1306,96,30.37,1764,74.03,0,9,2,KENYA
MS Sinclair ,2000-2009,54,50,4,1304,118,28.34,2086,62.51,2,8,8,NZ
PN Kirsten ,1991-1994,40,40,6,1293,97,38.02,2308,56.02,0,9,0,SA
J Charles ,2012-2016,48,48,0,1283,130,26.72,1531,83.8,2,4,7,WI
MJ Prior ,2004-2011,68,62,9,1282,87,24.18,1670,76.76,0,3,5,ENG
Nasir Hossain ,2011-2018,65,52,8,1281,100,29.11,1605,79.81,1,6,4,BDESH
TM Head ,2016-2018,42,39,2,1273,128,34.4,1414,90.02,1,10,1,AUS
NR Mongia ,1994-2000,140,96,33,1272,69,20.19,1846,68.9,0,2,4,INDIA
C Munro ,2013-2019,57,53,2,1271,87,24.92,1214,104.69,0,8,7,NZ
JEC Franklin ,2001-2013,110,80,27,1270,98,23.96,1651,76.92,0,4,5,NZ
AB Agarkar ,1998-2007,191,113,26,1269,95,14.58,1574,80.62,0,3,10,INDIA
Shoaib Mohammad ,1984-1993,63,58,6,1269,126,24.4,2492,50.92,1,8,8,PAK
Basit Ali ,1993-1996,50,43,6,1265,127,34.18,1669,75.79,1,9,3,PAK
MN Waller ,2009-2018,79,72,6,1259,99,19.07,1639,76.81,0,5,10,ZIM
MD Gunathilaka ,2015-2019,38,37,1,1249,133,34.69,1454,85.9,2,8,1,SL
JDS Neesham ,2013-2019,59,50,10,1247,97,31.17,1260,98.96,0,6,2,NZ
SP O'Donnell ,1985-1991,87,64,15,1242,74,25.34,1534,80.96,0,9,5,AUS
RR Rossouw ,2014-2016,36,35,3,1239,132,38.71,1313,94.36,3,7,5,SA
Harbhajan Singh ,1998-2015,236,128,35,1237,49,13.3,1526,81.06,0,0,17,INDIA
SG Law ,1994-1999,54,51,5,1237,110,26.89,1643,75.28,1,7,3,AUS
Alok Kapali ,2002-2011,69,66,3,1235,115,19.6,1817,67.96,1,5,5,BDESH
GM Hamilton ,1999-2010,38,38,3,1231,119,35.17,1847,66.64,2,7,1,SCOT
D Mongia ,2001-2007,57,51,7,1230,159,27.95,1721,71.47,1,4,4,INDIA
RW Marsh ,1971-1984,92,76,15,1225,66,20.08,1489,82.26,0,4,7,AUS
HDPK Dharmasena ,1994-2004,141,87,33,1222,69,22.62,1879,65.03,0,4,2,SL
Shaiman Anwar ,2014-2019,40,40,1,1219,106,31.25,1477,82.53,1,11,2,UAE
Noor Ali Zadran ,2009-2019,51,50,1,1216,114,24.81,1923,63.23,1,7,4,AFG
TM Moody ,1987-1999,76,64,12,1211,89,23.28,1747,69.31,0,10,6,AUS
Junaid Siddique ,2007-2011,54,53,1,1196,100,23.0,1753,68.22,1,6,6,BDESH
Mohammad Rafique ,1995-2007,125,106,17,1191,77,13.38,1663,71.61,0,2,15,BDESH
CR Woakes ,2011-2019,99,68,20,1186,95,24.7,1316,90.12,0,4,6,ENG
B Lee ,2000-2012,221,110,44,1176,59,17.81,1407,83.58,0,3,16,AUS
JA Rudolph ,2003-2006,45,39,6,1174,81,35.57,1725,68.05,0,7,0,AfrSA
Nawroz Mangal ,2009-2016,49,48,6,1139,129,27.11,1512,75.33,2,4,4,AFG
MH Cross ,2014-2019,52,48,1,1136,114,24.17,1536,73.95,2,5,0,SCOT
T Mishra ,2006-2013,42,40,7,1128,72,34.18,1534,73.53,0,8,4,KENYA
HM Nicholls ,2015-2019,45,43,10,1120,124,33.93,1359,82.41,1,9,5,NZ
PL Mommsen ,2010-2017,44,42,6,1115,139,30.97,1615,69.04,2,6,2,SCOT
MF Maharoof ,2004-2016,109,75,18,1113,69,19.52,1294,86.01,0,2,3,SL
CJ Anderson ,2013-2017,49,45,5,1109,131,27.72,1020,108.72,1,4,4,NZ
HS Modi ,1996-2006,63,56,9,1109,78,23.59,1906,58.18,0,5,5,KENYA
ES Szwarczynski ,2006-2014,41,40,3,1102,98,29.78,1615,68.23,0,10,2,NL
VS Solanki ,2000-2006,51,46,5,1097,106,26.75,1504,72.93,2,5,2,ENG
B Zuiderent ,1996-2011,57,56,10,1097,77,23.84,1873,58.56,0,8,7,NL
PA Strang ,1994-2001,95,73,24,1090,47,22.24,1651,66.02,0,0,5,ZIM
G Boycott ,1971-1981,36,34,4,1082,105,36.06,2020,53.56,1,9,1,ENG
F Behardien ,2013-2018,59,49,14,1074,70,30.68,1097,97.9,0,6,4,SA
NL McCullum ,2009-2015,84,62,11,1070,65,20.98,1220,87.7,0,4,3,NZ
Asif Mujtaba ,1986-1996,66,55,14,1068,113,26.04,1671,63.91,1,6,8,PAK
DW Randall ,1976-1985,49,45,5,1067,88,26.67,1702,62.69,0,5,4,ENG
Hashmatullah Shahidi ,2013-2019,39,39,6,1062,97,32.18,1667,63.7,0,9,4,AFG
DS Smith ,2003-2013,47,45,2,1059,107,24.62,1506,70.31,1,5,4,WI
JK Kamande ,1999-2011,86,72,11,1055,74,17.29,1685,62.61,0,3,8,KENYA
IDS Smith ,1980-1992,98,77,16,1055,62,17.29,1061,99.43,0,3,7,NZ
C Kieswetter ,2010-2013,46,40,5,1054,107,30.11,1172,89.93,1,5,4,ENG
Anamul Haque ,2012-2019,38,35,0,1052,120,30.05,1488,70.69,3,3,6,BDESH
MP Stoinis ,2015-2019,41,38,7,1050,146,33.87,1143,91.86,1,6,3,AUS
KD Mills ,2001-2015,170,101,34,1047,54,15.62,1282,81.66,0,2,8,NZ
JM How ,2005-2011,41,37,1,1046,139,29.05,1572,66.53,1,7,3,NZ
Gulbadin Naib ,2011-2019,65,56,8,1041,82,21.68,1424,73.1,0,5,5,AFG
AD Russell ,2011-2019,56,47,9,1034,92,27.21,794,130.22,0,4,6,WI
JP Faulkner ,2013-2017,69,52,22,1032,116,34.4,990,104.24,1,4,4,AUS
DSBP Kuruppu ,1983-1990,54,52,1,1022,72,20.03,1978,51.66,0,4,3,SL
AG Prince ,2002-2007,52,41,12,1018,89,35.1,1502,67.77,0,3,4,AfrSA
SK Warne ,1993-2005,194,107,29,1018,55,13.05,1413,72.04,0,1,10,AUS
SM Patil ,1980-1986,45,42,1,1005,84,24.51,1223,82.17,0,9,4,INDIA
KOA Powell ,2009-2018,46,44,0,1005,83,22.84,1278,78.63,0,9,4,WI
Rajin Saleh ,2003-2006,43,43,1,1005,108,23.92,1833,54.82,1,6,5,BDESH
PW Borren ,2006-2014,58,50,5,1004,96,22.31,1176,85.37,0,5,5,NL
NFI McCallum ,2006-2011,43,42,6,1002,121,27.83,1451,69.05,2,4,3,SCOT
Khaled Mahmud ,1998-2006,77,72,3,991,50,14.36,1461,67.83,0,1,9,BDESH
BL Cairns ,1974-1985,78,65,6,987,60,16.72,941,104.88,0,2,6,NZ
MJ Slater ,1993-1997,42,42,1,987,73,24.07,1634,60.4,0,9,3,AUS
MJ Horne ,1997-2002,50,48,0,980,74,20.41,1515,64.68,0,5,3,NZ
Akram Khan ,1988-2003,44,44,2,976,65,23.23,1721,56.71,0,5,3,BDESH
TLW Cooper ,2010-2013,23,22,2,976,101,48.8,1391,70.16,1,8,0,NL
Javed Ahmadi ,2010-2019,44,41,0,976,81,23.8,1291,75.6,0,7,2,AFG
Naeem Islam ,2008-2014,59,51,15,975,84,27.08,1473,66.19,0,5,5,BDESH
DF Watts ,2006-2011,36,35,1,974,101,28.64,1559,62.47,1,9,4,SCOT
Waqar Younis ,1989-2003,262,139,45,969,37,10.3,1445,67.05,0,0,15,PAK
Fawad Alam ,2007-2015,38,36,12,966,114,40.25,1297,74.47,1,6,3,PAK
SA Thomson ,1990-1996,56,52,10,964,83,22.95,1427,67.55,0,5,2,NZ
JF Mooney ,2006-2015,64,55,14,963,96,23.48,1215,79.25,0,3,6,IRE
GM Ritchie ,1982-1987,44,42,7,959,84,27.4,1479,64.84,0,6,2,AUS
HH Pandya ,2016-2019,54,38,6,957,83,29.9,828,115.57,0,4,3,INDIA
RR Watson ,2006-2010,35,35,4,956,123,30.83,1286,74.33,1,6,4,SCOT
MD Marshall ,1980-1992,136,83,19,955,66,14.92,1246,76.64,0,2,5,WI
SF Mire ,2014-2019,47,47,0,955,112,20.31,1190,80.25,1,3,4,ZIM
Imad Wasim ,2015-2019,53,39,16,952,63,41.39,868,109.67,0,5,1,PAK
MG Johnson ,2005-2015,153,91,32,951,73,16.11,987,96.35,0,2,6,AUS
RS Madugalle ,1979-1988,63,56,5,950,73,18.62,1574,60.35,0,3,4,SL
NT Broom ,2009-2017,39,39,4,943,109,26.94,1161,81.22,1,5,7,NZ
A Kumble ,1990-2007,271,136,47,938,26,10.53,1536,61.06,0,0,18,INDIA
CM Spearman ,1995-2001,51,50,0,936,86,18.72,1202,77.87,0,5,6,NZ
RV Uthappa ,2006-2015,46,42,6,934,86,25.94,1031,90.59,0,6,4,INDIA
W Barresi ,2010-2019,32,31,5,927,137,35.65,1225,75.67,1,6,4,NL
AN Kervezee ,2006-2012,39,36,3,924,92,28.0,1263,73.15,0,4,2,NL
S Dhaniram ,2006-2010,44,41,4,915,92,24.72,1126,81.26,0,6,2,CAN
AJ Hall ,1999-2007,88,56,13,905,81,21.04,1206,75.04,0,3,5,SA
Rashid Khan ,2015-2019,71,56,9,905,60,19.25,906,99.88,0,4,6,AFG
MJ Santner ,2015-2019,69,54,21,898,67,27.21,1021,87.95,0,2,3,NZ
TD Paine ,2009-2018,35,35,3,890,111,27.81,1257,70.8,1,5,1,AUS
KL Rahul ,2016-2019,26,25,4,889,111,42.33,1098,80.96,3,5,2,INDIA
JWA Taylor ,2011-2015,27,26,5,887,101,42.23,1107,80.12,1,7,2,ENG
J Srinath ,1991-2003,229,121,38,883,53,10.63,1109,79.62,0,1,19,INDIA
Yashpal Sharma ,1978-1985,42,40,9,883,89,28.48,1401,63.02,0,4,0,INDIA
TT Bresnan ,2006-2015,85,64,20,871,80,19.79,965,90.25,0,1,6,ENG
SHT Kandamby ,2004-2014,39,36,6,870,93,29.0,1250,69.6,0,5,2,SL
AC Voges ,2007-2013,31,28,9,870,112,45.78,998,87.17,1,4,0,AUS
DJ Richardson ,1991-1998,122,77,33,868,53,19.72,1298,66.87,0,1,6,SA
MA Vermeulen ,2000-2009,43,43,4,868,92,22.25,1227,70.74,0,6,4,ZIM
HK Badani ,2000-2004,40,36,10,867,100,33.34,1180,73.47,1,4,1,INDIA
GO Jones ,2004-2014,51,43,8,862,80,24.62,1117,77.17,0,4,1,ENGPNG
TT Samaraweera ,1998-2011,53,42,11,862,105,27.8,1244,69.29,2,0,4,SL
SB Smith ,1983-1985,28,24,2,861,117,39.13,1319,65.27,2,8,1,AUS
DL Amiss ,1972-1977,18,18,0,859,137,47.72,1185,72.48,4,1,0,ENG
RA Harper ,1983-1996,105,73,20,855,45,16.13,1162,73.58,0,0,5,WI
WB Phillips ,1982-1986,48,41,6,852,75,24.34,994,85.71,0,6,1,AUS
CWJ Athey ,1980-1988,31,30,3,848,142,31.4,1495,56.72,2,4,1,ENG
RS Kalpage ,1992-1999,86,69,28,844,51,20.58,1320,63.93,0,1,2,SL
MAR Samarasekera ,1983-1994,39,39,2,844,76,22.81,1207,69.92,0,4,2,SL
D Ganga ,1999-2006,35,34,1,843,71,25.54,1414,59.61,0,9,5,WI
CA Ingram ,2010-2013,31,29,3,843,124,32.42,1024,82.32,3,3,5,SA
BM McMillan ,1991-1998,78,52,16,841,127,23.36,1147,73.32,1,0,3,SA
CK Coventry ,2003-2015,39,35,1,831,194,24.44,937,88.68,1,3,5,ZIM
Anshuman Rath ,2014-2018,18,18,2,828,143,51.75,1080,76.66,1,7,1,HKG
PJ Moor ,2014-2019,49,45,5,827,58,20.67,1225,67.51,0,4,3,ZIM
DW Hookes ,1977-1986,39,36,2,826,76,24.29,1146,72.07,0,5,3,AUS
PJ Hughes ,2013-2014,25,24,1,826,138,35.91,1100,75.09,2,4,1,AUS
AI Kallicharran ,1973-1981,31,28,4,826,78,34.41,1329,62.15,0,6,0,WI
JR Ratnayeke ,1982-1990,78,69,14,824,50,14.98,1571,52.45,0,1,4,SL
GN Yallop ,1978-1984,30,27,6,823,66,39.19,1288,63.89,0,7,1,AUS
AC Waller ,1987-1997,39,38,3,818,83,23.37,1172,69.79,0,4,4,ZIM
DM de Silva ,2016-2019,42,39,7,814,84,25.43,1073,75.86,0,4,3,SL
Sharjeel Khan ,2013-2017,25,25,0,812,152,32.48,716,113.4,1,6,2,PAK
YK Pathan ,2008-2012,57,41,11,810,123,27.0,713,113.6,2,3,7,INDIA
AT Carey ,2018-2019,29,26,6,804,85,40.2,874,91.99,0,4,1,AUS
JM Davison ,2003-2011,32,32,2,799,111,26.63,767,104.17,1,5,5,CAN
Aminul Islam ,1988-2002,39,39,5,794,70,23.35,1403,56.59,0,3,5,BDESH
Z Khan ,2000-2012,200,101,35,792,34,12.0,1078,73.46,0,0,15,INDIA
GB Hogg ,1996-2008,123,65,26,790,71,20.25,1004,78.68,0,2,9,AUS
Majid Khan ,1973-1982,23,22,1,786,109,37.42,1052,74.71,1,7,1,PAK
S Wettimuny ,1982-1987,35,33,1,786,86,24.56,1636,48.04,0,4,1,SL
Babar Hayat ,2014-2018,22,22,2,784,89,39.2,999,78.47,0,8,3,HKG
R Lamba ,1986-1989,32,31,2,783,102,27.0,1166,67.15,1,6,2,INDIA
IH Romaine ,2006-2009,35,34,3,783,101,25.25,1222,64.07,1,4,5,BMUDA
JA Morkel ,2004-2012,58,43,10,782,97,23.69,780,100.25,0,2,1,AfrSA
Wasim Raja ,1973-1985,54,45,10,782,60,22.34,1168,66.95,0,2,6,PAK
Abdur Razzak ,2004-2014,153,97,39,779,53,13.43,1020,76.37,0,1,12,BDESH
AR White ,2006-2014,61,46,3,776,79,18.04,1235,62.83,0,1,4,IRE
Liton Das ,2015-2019,33,33,2,768,121,24.77,871,88.17,1,3,4,BDESH
Saleem Yousuf ,1982-1990,86,62,19,768,62,17.86,1024,75.0,0,4,5,PAK
CN Evans ,1992-2002,53,47,5,764,96,18.19,1006,75.94,0,2,3,ZIM
Rizwan Cheema ,2008-2013,33,32,1,764,94,24.64,685,111.53,0,6,3,CAN
KWR Fletcher ,1971-1982,24,22,3,757,131,39.84,1134,66.75,1,5,0,ENG
J Dyson ,1980-1983,29,27,4,755,79,32.82,1553,48.61,0,4,1,AUS
AR Cusack ,2007-2015,59,47,14,745,71,22.57,1159,64.27,0,2,8,IRE
AG Cremer ,2009-2018,96,71,20,744,58,14.58,1196,62.2,0,1,7,ZIM
G Fowler ,1983-1986,26,26,2,744,81,31.0,1321,56.32,0,4,2,ENG
DT Johnston ,2006-2013,67,53,15,743,45,19.55,785,94.64,0,0,3,IRE
Manzoor Elahi ,1984-1995,54,46,13,741,50,22.45,827,89.6,0,1,1,PAK
AM Samad ,2003-2009,27,27,2,740,130,29.6,1045,70.81,1,2,2,CAN
A Vala ,2014-2019,27,27,0,739,104,27.37,1082,68.29,1,2,1,PNG
PA Patel ,2003-2012,38,34,3,736,95,23.74,962,76.5,0,4,2,INDIA
Sohaib Maqsood ,2013-2016,26,25,2,735,89,31.95,881,83.42,0,5,1,PAK
MW Machan ,2013-2016,23,22,0,734,114,33.36,952,77.1,1,3,1,SCOT
CJ Nevin ,2000-2003,37,36,0,732,74,20.33,1000,73.2,0,4,4,NZ
N Pooran ,2019-2019,19,17,3,728,118,52.0,661,110.13,1,5,1,WI
CJ Tavare ,1980-1984,29,28,2,720,83,27.69,1471,48.94,0,4,1,ENG
TP Ura ,2014-2019,26,26,0,718,151,27.61,892,80.49,1,2,2,PNG
MA Ealham ,1996-2001,64,45,4,716,45,17.46,1092,65.56,0,0,4,ENG
IJ Harvey ,1997-2004,73,51,11,715,48,17.87,811,88.16,0,0,2,AUS
Muhammad Usman ,2016-2019,30,30,4,713,80,27.42,928,76.83,0,3,2,UAE
Saqlain Mushtaq ,1995-2003,169,98,38,711,37,11.85,1434,49.58,0,0,13,PAK
LJ Wright ,2007-2014,50,39,4,707,52,20.2,820,86.21,0,2,5,ENG
Mohammad Rizwan ,2015-2019,32,28,7,705,115,33.57,787,89.58,2,3,1,PAK
J Mubarak ,2002-2013,40,37,6,704,72,22.7,1115,63.13,0,4,1,SL
PA Wallace ,1991-2000,33,33,0,701,103,21.24,1151,60.9,1,2,4,WI
SM Ervine ,2001-2004,42,34,7,698,100,25.85,816,85.53,1,2,5,ZIM
PL Symcox ,1993-1999,80,54,13,694,61,16.92,830,83.61,0,3,6,SA
Rameez Shahzad ,2016-2018,15,15,2,691,121,53.15,817,84.57,2,4,1,UAE
PAJ DeFreitas ,1987-1997,103,66,23,690,67,16.04,823,83.83,0,1,4,ENG
N Deonarine ,2005-2015,31,29,3,682,65,26.23,989,68.95,0,4,0,WI
Wahab Riaz ,2008-2019,89,64,15,680,54,13.87,787,86.4,0,2,12,PAK
JR Murray ,1992-1999,55,36,6,678,86,22.6,929,72.98,0,5,4,WI
TG Southee ,2008-2019,140,85,32,676,55,12.75,686,98.54,0,1,12,NZ
R Ashwin ,2010-2017,111,61,19,675,65,16.07,776,86.98,0,1,6,INDIA
Nizakat Khan ,2014-2018,20,20,0,675,94,33.75,814,82.92,0,3,0,HKG
M Muralitharan ,1993-2011,350,162,63,674,33,6.8,869,77.56,0,0,25,SL
IM Chappell ,1971-1980,16,16,2,673,86,48.07,874,77.0,0,8,0,AUS
DA Marillier ,2000-2003,48,41,4,672,100,18.16,949,70.81,1,3,4,ZIM
Rohan Mustafa ,2014-2019,34,33,0,671,109,20.33,985,68.12,1,1,3,UAE
R Powell ,2016-2018,34,31,3,670,101,23.92,806,83.12,1,2,2,WI
UC Hathurusingha ,1992-1999,35,33,1,669,66,20.9,1318,50.75,0,4,3,SL
AC Botha ,2006-2011,42,38,4,666,56,19.58,970,68.65,0,2,5,IRE
HE van der Dussen ,2019-2019,18,14,5,664,95,73.77,811,81.87,0,7,0,SA
CJ Ferguson ,2009-2011,30,25,9,663,71,41.43,777,85.32,0,5,0,AUS
LE Plunkett ,2005-2019,89,50,19,646,56,20.83,629,102.7,0,1,3,ENG
S Ramesh ,1999-1999,24,24,1,646,82,28.08,1092,59.15,0,6,3,INDIA
AK Markram ,2017-2019,26,24,1,643,67,27.95,755,85.16,0,2,1,SA
Qasim Umar ,1983-1987,31,31,3,642,69,22.92,1125,57.06,0,4,3,PAK
Abdul Qadir ,1983-1993,104,68,26,641,41,15.26,849,75.5,0,0,6,PAK
DL Hemp ,2006-2009,22,22,3,641,102,33.73,912,70.28,1,4,4,BMUDA
CEL Ambrose ,1988-2000,176,96,36,639,31,10.65,985,64.87,0,0,13,WI
BMAJ Mendis ,2010-2019,58,44,10,636,72,18.7,769,82.7,0,1,2,SL
C de Grandhomme ,2012-2019,38,29,6,633,74,27.52,590,107.28,0,3,2,NZ
JF Reid ,1980-1986,25,24,1,633,88,27.52,1084,58.39,0,4,0,NZ
DLS van Bunge ,2002-2013,37,31,1,633,80,21.1,953,66.42,0,3,2,NL
PSP Handscomb ,2017-2019,22,20,1,632,117,33.26,649,97.38,1,4,2,AUS
RMH Binny ,1980-1987,72,49,10,629,57,16.12,1046,60.13,0,1,4,INDIA
GR Larsen ,1990-1999,121,70,27,629,37,14.62,970,64.84,0,0,6,NZ
AM Blignaut ,1999-2010,54,41,8,626,63,18.96,589,106.28,0,5,3,ZIM
DJ Nash ,1992-2002,81,53,13,624,42,15.6,940,66.38,0,0,3,NZ
DN Patel ,1987-1997,75,63,10,623,71,11.75,868,71.77,0,1,6,NZ
RR Patel ,2008-2014,39,35,4,621,92,20.03,978,63.49,0,2,3,KENYA
GRJ Matthews ,1984-1993,59,50,13,619,54,16.72,911,67.94,0,1,5,AUS
WV Raman ,1988-1996,27,27,1,617,114,23.73,1109,55.63,1,3,6,INDIA
GJ Rennie ,1996-2003,40,37,6,617,76,19.9,928,66.48,0,2,5,ZIM
SFAF Bacchus ,1978-1983,29,26,3,612,80,26.6,928,65.94,0,3,2,WI
RJ Ratnayake ,1982-1993,70,55,18,612,33,16.54,705,86.8,0,0,4,SL
J Botha ,2005-2012,78,50,18,609,46,19.03,710,85.77,0,0,2,AfrSA
D Gough ,1994-2006,159,87,38,609,46,12.42,947,64.3,0,0,10,ENG
AJ Hollioake ,1996-1999,35,30,6,606,83,25.25,807,75.09,0,3,1,ENG
RW Chakabva ,2008-2019,38,35,2,599,78,18.15,1017,58.89,0,1,2,ZIM
RIC Holder ,1993-1997,37,31,6,599,65,23.96,876,68.37,0,2,4,WI
RT Robinson ,1984-1988,26,26,0,597,83,22.96,1026,58.18,0,3,2,ENG
BM Laird ,1979-1982,23,23,3,594,117,29.7,1105,53.75,1,2,0,AUS
Mansoor Akhtar ,1980-1990,41,35,1,593,47,17.44,1148,51.65,0,0,1,PAK
W Larkins ,1979-1991,25,24,0,591,124,24.62,1047,56.44,1,0,3,ENG
LOB Cann ,2006-2009,26,25,3,590,52,26.81,504,117.06,0,1,3,BMUDA
AU Rashid ,2009-2019,99,43,12,588,69,18.96,574,102.43,0,1,4,ENG
FDM Karunaratne ,2011-2019,28,24,2,586,97,26.63,801,73.15,0,4,3,SL
RJ Nicol ,2011-2013,22,21,2,586,146,30.84,776,75.51,2,2,2,NZ
SB Joshi ,1996-2001,69,45,11,584,61,17.17,653,89.43,0,1,4,INDIA
RT Latham ,1990-1994,33,33,4,583,60,20.1,1008,57.83,0,1,3,NZ
Khurram Khan ,2004-2015,16,16,2,582,132,41.57,725,80.27,1,3,0,UAE
R Mutumbami ,2014-2019,33,31,2,582,74,20.06,814,71.49,0,3,3,ZIM
JL Carter ,2015-2019,33,28,3,581,54,23.24,822,70.68,0,3,1,WI
GH Dockrell ,2010-2019,87,57,22,579,62,16.54,835,69.34,0,2,5,IRE
DAS Gunaratne ,2016-2019,31,25,4,575,114,27.38,724,79.41,1,1,0,SL
BJ Hodge ,2005-2007,25,21,2,575,123,30.26,657,87.51,1,3,3,AUS
MJR Rindel ,1994-1999,22,22,1,575,106,27.38,860,66.86,1,2,1,SA
Tushar Imran ,2001-2007,41,40,0,574,65,14.35,970,59.17,0,2,8,BDESH
BJ Watling ,2010-2018,28,25,2,573,96,24.91,838,68.37,0,5,3,NZ
C White ,1994-2003,51,41,5,568,57,15.77,928,61.2,0,1,9,ENG
SL Malinga ,2004-2019,226,119,36,567,56,6.83,761,74.5,0,1,26,SL
RM Haq ,2006-2015,54,40,6,566,71,16.64,931,60.79,0,3,6,SCOT
KS More ,1984-1993,94,65,22,563,42,13.09,808,69.67,0,0,5,INDIA
HG Munsey ,2017-2019,25,25,3,562,61,25.54,732,76.77,0,2,3,SCOT
CR Brathwaite ,2011-2019,44,37,3,559,101,16.44,614,91.04,1,1,2,WI
Mominul Haque ,2012-2018,28,26,1,557,60,22.28,749,74.36,0,3,1,BDESH
Aamer Malik ,1988-1994,24,23,1,556,90,25.27,989,56.21,0,5,1,PAK
RJ Peterson ,2002-2014,79,41,14,556,68,20.59,688,80.81,0,1,4,SA
GS Blewett ,1995-1999,32,30,3,551,57,20.4,889,61.97,0,2,3,AUS
JN Mohammed ,2011-2018,28,24,1,551,91,23.95,795,69.3,0,4,2,WI
Mosaddek Hossain ,2016-2019,35,30,10,549,52,27.45,633,86.72,0,2,1,BDESH
AL Phehlukwayo ,2016-2019,52,32,15,549,69,32.29,610,90.0,0,1,3,SA
TJ Friend ,2000-2004,51,39,5,548,91,16.11,724,75.69,0,3,5,ZIM
T Duffin ,2006-2007,23,23,0,546,88,23.73,993,54.98,0,3,1,ZIM
Mohammad Wasim ,1996-2000,25,25,2,543,76,23.6,1043,52.06,0,3,4,PAK
XM Marshall ,2005-2019,33,33,3,542,157,18.06,810,66.91,1,1,6,USAWI
AP Kuiper ,1991-1996,25,23,7,539,63,33.68,662,81.41,0,3,0,SA
P Willey ,1977-1986,26,24,1,538,64,23.39,855,62.92,0,5,3,ENG
MC Snedden ,1980-1990,93,54,19,535,64,15.28,843,63.46,0,1,4,NZ
Athar Ali Khan ,1988-1998,19,19,1,532,82,29.55,945,56.29,0,3,3,BDESH
IS Billcliff ,2003-2009,19,19,0,529,93,27.84,793,66.7,0,4,0,CAN
SCJ Broad ,2006-2016,121,68,25,529,45,12.3,709,74.61,0,0,8,ENG
NN Odhiambo ,2006-2014,69,53,9,528,66,12.0,737,71.64,0,1,9,KENYA
B Kumar ,2012-2019,114,52,15,526,53,14.21,703,74.82,0,1,8,INDIA
Naved-ul-Hasan ,2003-2010,74,51,18,524,33,15.87,620,84.51,0,0,4,PAK
Amjad Ali ,2008-2015,17,17,0,520,98,30.58,680,76.47,0,3,0,UAE
LK Germon ,1994-1997,37,31,5,519,89,19.96,787,65.94,0,3,2,NZ
Mudassar Bukhari ,2007-2014,46,34,4,516,71,17.2,671,76.9,0,2,4,NL
TAM Siriwardana ,2015-2019,27,24,1,516,66,22.43,525,98.28,0,3,1,SL
KM Dabengwa ,2005-2010,37,34,7,514,45,19.03,851,60.39,0,0,4,ZIM
PK Amre ,1991-1994,37,30,5,513,84,20.52,799,64.2,0,2,1,INDIA
Dawlat Zadran ,2011-2019,82,56,27,513,47,17.68,664,77.25,0,0,7,AFG
KD Walters ,1971-1981,28,24,6,513,59,28.5,732,70.08,0,2,1,AUS
JG Bracewell ,1983-1990,53,43,12,512,43,16.51,717,71.4,0,0,6,NZ
DP Viljoen ,1997-2001,53,43,7,512,63,14.22,827,61.91,0,2,5,ZIM
JM Brearley ,1977-1980,25,24,3,510,78,24.28,1120,45.53,0,3,6,ENG
WD Parnell ,2009-2017,65,38,14,508,56,21.16,648,78.39,0,1,3,SA
AO Suji ,1996-2008,60,46,7,506,67,12.97,977,51.79,0,1,1,KENYA
AN Petersen ,2006-2013,21,19,1,504,80,28.0,610,82.62,0,4,0,SA
